name,version,hash
fonts-sil-akatab,2.000-3,9d85486db09d558bb9c97998594b2c35
python3-asdf-astropy,0.1.2-2,dedcb74e1eba5fb4d17c4cf5c4a28b42
install-mimic,0.4.0-6,97acb54624f4df628c76dc98633457b2
python-acme-doc,1.21.0-1,0e5b7a4c1391e3666529d8c2b33f17d8
node-prosemirror-schema-list,1.1.6+~1.0.3-1,ce42cf08b343727fe20a3aa566c177cc
libbusiness-issn-perl,1.004-1,53fc09af78e730d40478a491458909ff
python3-pkginfo,1.8.2-1,87687534f56bed4adb90824ac8392af1
libdancer-plugin-email-perl,1.0400-1.1,162f8af18ed94ecc0936e40c2a903994
python3-twython,3.8.2+dfsg-2,d957a8d6833ef620acbae177ea1c32bf
libsdl-ocaml,0.9.1-3+b4,7f59ae98d4b9ff2e1339bf547e04b84d
kodi-pvr-zattoo,19.7.10+ds1-2,b7091e704d331ebd6c1671dc5b8ac089
oar-user-pgsql,2.5.9-1,751ba9102c491b0fd99519daa69f65d8
libgmp-ocaml,20021123-21+b1,fabc9792486b7111024a9135c524dbd7
ruby-necromancer,0.5.1-2,ddd6459c45e6ee0a80b9eed30caa062f
libpgobject-util-dbchange-perl,0.050.4-1,b9ea9a92e9632fce438860d74b85fd15
libgoocanvasmm-2.0-doc,1.90.11-3,be95e146b5b21c3305eeb5b710a86c47
python3-webpy,1:0.61-1,06a27331ffbce9d292fc904f32f94a25
vtable-dumper,1.2-1,6c42f5e863701be54d2c0b7b98a69bf0
librust-syntect+parsing-dev,3.3.0-4,1c8b9fb2f5fe4d9123df7800016a788f
installation-guide-mips64el,20210730,3d886f214026d526fec025654e9831f4
gfan,0.6.2-6,95a171f7177235a2dbae47f853156c83
printer-driver-postscript-hp,3.21.8+dfsg0-2,565ba173051398fcd6c9d16aa1040478
hunspell-vi,1:7.2.0-2,da952d4915c367ffaeb2aca80cc28594
libjsonm-ocaml-doc,1.0.1-2.1,93266b16a3c1bbd3eba1a3df5326a93b
libtraildb-dev,0.6+dfsg1-1+b1,579ff594b09013d80e754ab5b34a722d
libfmt7,7.1.3+ds1-6,c2f6b420ab787d5ccc695c02977f6672
golang-github-opennota-urlesc-dev,0.0~git20160726.0.5bd2802-1.1,5caf45e5cf862ee016ee5f76518a27e2
kde-config-mailtransport,21.08.1-1+b1,fd6710e8ccd81b9803078aabf5af6d57
node-quote-stream,1.0.2-8,08663f2a1e5e1061853fdfb263d9a2f2
libmathic0v5,1.0~git20211001-1,e48c14fb227f823c52d4149a35d6428b
rabbit-mode,3.0.0-4,caf3083435099374d4925609676dcf8f
ruby-ntlm,0.6.3-1,1ec74253470555a8a22a51f69a6f07c0
node-buffers,0.1.1-4,a47bad230ef1a63d81f69957de6692a0
kea-common,1.7.5-1+b1,f9b6615c85ba9e06e47300b12053a756
python3-cymem,2.0.2-1+b6,e304aa94099e132adff78373cfcea6c0
claws-mail-pgpinline,3.18.0-1,5bf7a687bdd17fdb292cd3d9e9e4bbf9
libjs-strophe,1.2.14+dfsg-8,2b5a1929ef184d3769fd3cd6f06c2519
libre-engine-re2-perl,0.14-1,98be679ac44c41a3008babb922d58d44
python3-yaramod,3.6.0-1+b2,68460e8cc5b075ff9a4b4bad34a4ca12
capnproto,0.8.0-2,31e33c74429b548624892efb621fa6ed
libc6-s390-s390x-cross,2.33-1cross1,bd8cdd16e138c6de99ffca6901a404f4
python3-shellescape,3.4.1-4,5c76e3a9755c710a80edf16f639b844a
qml-module-qmenumodel1,0.9.0-1,41f04cf27b8fb536b1953afc1cf0db7a
librabbitmq4,0.10.0-1,b95562d6bf0d1d88b3b97ddcc6f05768
librust-sha-1+sha1-asm-dev,0.8.1-2,30848912407365fd6e92ff0e6ac713ee
ruby-license-finder,2.1.2-2,9917b435d46ba631dc00e3cc2b912f6e
golang-github-opencontainers-specs-dev,1.0.2.66.g20a2d97-1,9cf3de40db650aed128cf67e8efce8cd
libmaven-jaxb2-plugin-java,0.14.0-2,7a8f02b57dff6bfdbc372fbafd40375d
dict-freedict-eng-nld,2021.01.05-4,1994b9b46b0f799c8850b73d99f73e21
librados-dev,16.2.7+ds-3,8fb0a7f012cab96823309ed2f47520c9
libdebian-source-perl,0.116,d4a604eb0e14d09f2b2173b97f3a459a
dizzy,0.3-3.1,5fbd2733b44139b8a3096fa9d947e64b
libghc-warp-tls-doc,3.2.12-1,8386903b2dcbbeb1067f967e2f7bba3d
tesseract-ocr-script-hant,1:4.00~git30-7274cfa-1.1,a8e56d6dbc35797cc3500baaad377645
lib32objc-10-dev-ppc64-cross,10.3.0-8cross1,d2ad93bf25001302953ea06b969a8ce8
openjdk-17-demo,17.0.1+12-1,2bb3754dfc6477f1862e927d463e6488
php-gmagick,2.0.6~rc1+1.1.7~rc3-10,7cdf468f4f61c1713447654bca8374fe
libwhereami0,0.0~git20200503.e07bc35-1,6b9786c8580a09e8041029dfc4396aef
lua-lpeg-patterns,0.4-1,046f468959bdc1794b619e1ebd4841eb
kio-gopher,0.1.99-3,c9565617b25152904e8e6112b15d2d45
mgen,5.02.b+dfsg1-2.2,0bec274db971250fe35410238b99c801
python3-dockerpycreds,0.3.0-1.1,cbccb320cec5183f43e840bac03e0a4b
qml-module-qtquick-layouts,5.15.2+dfsg-9,f0d65379751d7b2ffb6eebdb24e76ee4
php-illuminate-http,6.20.14+dfsg-3,8ed8159314186f0143cb57a496f7b152
debian-installer-11-netboot-i386,20210731+deb11u2,96900ce832f63f9f9e8359370e2bd26b
golang-gopkg-redis.v2-dev,2.3.2-2,e2ebc0960201b2a2f214bda25bb5b362
libffindex0-dev,0.9.9.9-5,5cdbe982e73aee80862e10de7af03590
ibus-table-thai,1.3.11-2,f383bd8add5420e4fabc1f811281ae4f
mbtserver,0.14-2,15df2cc31c76560e7299092063ed801a
golang-github-muesli-crunchy-dev,0.4.0-1,27986381f318f237bfafb84b488c7424
aplus-fsf-el,4.22.1-10.1,2a4648432a9faab49bfefe4a60a08f16
freedombox-doc-en,22.1,7dacfcb983eb2fe3e69ba9403fd664ff
libpowercap-dev,0.5.0-1,71098251b80c93562289a9c6ac20640f
libtrio2,1.16+dfsg1-3+b2,2fb293171c8cd78d713d8c6d1a7dc004
libaccounts-qt5-1,1.16-2,419897bb21b38ab2aaab1698d94235f6
binutils-m68k-linux-gnu-dbg,2.37.50.20220106-2,e7e73c93756d97d4b89982f700c60fb6
libconvert-ber-perl,1.3200-3.1,dca261374e1ec066f1726aa10f18794d
libotbice-7.2-1,7.2.0+dfsg-1+b5,2d91698a811ddfe71aab7d284e1e8ec8
node-gettext.js,0.7.0-2,76ec6037de39ff56e0229baec894aae4
r-cran-geometry,0.4.5-1+b1,6fa1aaca4755748ea3cab6ed353c80d1
ibrazilian,3.0~beta4-23,15147b7ba2a968dbf871e0ddf7e35a49
pd-kollabs,2~repack-2,9e33992ff7db91382ace59781af75d93
vbetool,1.1-5,12d1459a1e27770994ecd4914e1d7915
yabasic,1:2.90.1-1,e4d03c9d9fe1ab7bf2d9d96178017f9d
librte-table21,20.11.3-2,04ad808522bbe2b17cc38bb8d57b6dbb
gobjc-9-arm-linux-gnueabi,9.4.0-1cross1,6c9259640b55d0cb58dd8e4fd2e14f09
python3-pwquality,1.4.4-1,7c0242bb4d36a22008b1d90c7a46514f
libflann1.9,1.9.1+dfsg-11,e3fc36974ab6ae66162c016de2806fcf
obs-websocket,4.9.0-2,01418a6f5762cbb1ec2e3bd0690ac9e7
libduo3,1.11.3-1,a955c9b9ee4409d6526652a375aaa6c5
pagetools,0.1-3,7cf44171354e75f802a9065fa9f643f5
librust-nom+std-dev,5.0.1-4,a37d7e966314a7a2af42afdeb3a42615
libghc-boundedchan-dev,1.0.3.0-10+b1,a8a0a655c3c6b23ac30f1fb50e4ffa09
crawl,2:0.27.1-1,fd5f85d52aad2c95105810944c3e486e
golang-github-mdlayher-raw-dev,0.0~git20191009.50f2db8-2,265d10b36efeb6c4722ddac97e019678
golang-github-pelletier-go-buffruneio-dev,0.2.0-1,72c681a511c9a8ff5b10b1270de8f600
libstaroffice-dev,0.0.7-1,747d40ffa3ed5977700d2338a4b33c59
node-nan,2.15.0-1,112542ed15ce9d46cd1c1e6378ac91c3
libpython-all-dev,2.7.18-3,9e9845439dcc8fe068f0802558674083
psi-plus-l10n,1.4.554-1,50a7990f638740b0a0568c3482f63c24
prometheus-varnish-exporter,1.6-1+b5,6ab44858bc73a73b334749dec21bde51
libimage-png-libpng-perl,0.57-2,60e0f46c3dc1df158f739837434eae56
libxsimd-dev,7.6.0-2,1c976f3e998afcf1abaf42748bb6084a
php-ast,1.0.16-4,4fe5a5abe09a43f889ef12fef3d4ded4
libfwupd2,1.7.1-1,59d1d69575f36ad84a0940b1b1ded60b
hspell-gui,0.2.6-7,6898b485722335fbd36b2243cdc8f2e8
deluge-console,2.0.3-3.1,c19937c69afae1759da9db3a8ca12f12
lld-11,1:11.1.0-4+b2,bb73c61967a51aa34e6448ff054445c9
libghc-prim-uniq-doc,0.2-1,b044a25e53d3176c98f6bc108b48a1cb
libu2f-server0,1.1.0-4,28e527ce0edbb9307d3b6b271764dc74
liblavplay-2.1-0,1:2.1.0+debian-6,73d4107848d33796230bd0b016b22c36
libdframeworkdbus2,5.4.20-1,42dfb74c95945ed7477bbe63b57a2a25
libmirclient9,1.8.0+dfsg1-19+b1,7f55d751f71d6232fa7365348a83c807
libmumps-64pord-ptscotch-5.4,5.4.1-2,9ed1833a7d9c198ac508ea0c07c16a87
eiskaltdcpp,2.4.2-1,017afd621a86e92a0643e24435809a1b
ruby-rails-assets-bootstrap,3.3.7-1.1,76c9049ae8525227595e25af19c18e62
librust-fs-extra-dev,1.2.0-1,2e43dc51e5ee9a4fa6b12b2a4fa9f538
cl-global-vars,0~20141013.gitc749f32-2,e4f6e26230081ae819f18071d31565bf
libost-seq-dev,2.2.0-9,a896abf1ffbd98250389c3d5481d4e79
node-bn.js,5.2.0-3,3fc03af559f4ce6abaa6a78ad9af880d
mgdiff,1.0-30+b1,fdcdc5e4a5f70f16686a368dacc4b80a
python3-esmre,0.5.2-1+b3,f915bb1e83bda9c71b89bedee1ecd272
xfonts-kaname,1.1-14,3a13165ec5fe6c406a87915feacfab3e
node-gulplog,1.0.0-2,4efe376320d0f1461f326a07bfde02f9
sass-stylesheets-bourbon,7.0.0-2,1a739ee1f1e73cd30c2dfac115bfe94c
r-cran-fontbitstreamvera,0.1.1+dfsg-4,953e0cd4f1b03d5c44ebc2b583279e85
python3-django-pglocks,1.0.4-1,971759082e17566bba873f3cab491cfe
golang-github-armon-go-metrics-dev,0.3.4-1,7e3515ce8449402a7f6c56f01f0d06ff
ruby-devise-token-authenticatable,0.5.2-1,5c0289b0a596b365378e7d07a0e8b36e
elpa-browse-kill-ring,2.0.0-3,8734025653037931332596afb9b8d5b9
libigloo0,0.9.0-1+b1,3649e8a5958725f7ae386a132d4097d7
kbibtex-data,0.9.90-1,125729ab5e65eb17d91aa559abf007f2
fldigi,4.1.20-1,2dbcedf78fd4ffd4acf7d6355f8e0c79
libnb-absolutelayout-java,12.1-3,f3dab08cab5e09b701a48f51f1d6e24a
kde-config-systemd,1.2.1-3.2,8b854f278666a70fd70d8f7aa09e8346
libyara-dev,4.1.3-1,50936df81d98c8facd58a33eadfd4f63
golang-gopkg-dancannon-gorethink.v2-dev,2.0.4-1.1,4f8899a45cf8d430fe18fb008f17ebd4
libx32stdc++6-i386-cross,11.2.0-9cross1,7dce98667632f6aa060bdd6a3aac154f
arduino,2:1.8.19+dfsg1-1,175b8b1cbbfcbffdc60c8ea5a5b49990
jtreg6,6+1-1,c481d5f2e9c4271c39a734053bd05891
plasma-calendar-addons,4:5.23.5-1,9cad91cffcd67e8c90f852f6b290959b
librasqal3-dbg,0.9.33-0.2,e59da9d1fa8d842585d07d149667b673
ruby-toml,0.2.0-3.1,e60c3b14d24a081bfcb78d5de2b2bfd6
kcharselect,4:21.08.0-1,a738eaf66e56e7a0c66835b3f648a1e9
grim,1.3.2+ds-1,4d0c96c14a3aa2d8dd16944404314924
gccgo-11-mipsisa64r6el-linux-gnuabi64,11.2.0-9cross1,5adb5935a707e6b286c0aca83de67862
libtie-ixhash-perl,1.23-2.1,6b2386e752e09b4b7addacf8755a865c
python3-glance-store,2.7.0-2,c1c6741c9695e48c507b28c65bcb1a46
robustirc-bridge,1.8-1+b16,9211074dfe461c09a62aa99b8f264d36
librust-rustdoc-stripper-dev,0.1.12-1+b1,3d8d4e89d16bf9bd22b26c3994f3dc6e
lxinput,0.3.5-1+b2,2b348c28d586419938154999e0d07f2e
libmodule-bundled-files-perl,0.03-1.1,5ad6ded3ce530d2020494b41053d0aff
aws-shell,0.2.1-1,49f9b73c82f5ce4327cd82463599ed77
libdrumstick-dev,2.5.0-1,7f1496b68b5dad8555ffdbdf1c218cd6
webapps-metainfo,0.1+nmu1,80757215a15d26ee2ce0002eae48688a
libghc-lifted-async-prof,0.10.1.2-1,6435e81062cdf229f5162640ba0950b1
ruby-browser,4.2.0-3,3e204655c2f0c13628d7f0ee754a73f5
lua-elektra,0.8.14-5.1,c45e038c7d46eeb2396b2301784710b7
libmoosex-nonmoose-perl,0.26-1.1,e5b30edab9021f2fb69383ce42ea6c72
libcxx-serial-dev,1.2.1-5,f6327a5cb2f2c27c75b7b89ee1561c5f
borgmatic,1.5.20-1,b1bfbbf82f6d12a1045f18dc2a59187f
libukui-common0,1.0.1-2,c4b8c5047a32fb8fce67dc127b4caaf2
libtrilinos-rythmos12,12.18.1-2+b1,cdd1a0535ae4b34073017e6f43127b7d
libvirt-daemon-config-nwfilter,7.10.0-3,33b6dbdf508ac17e68eeac4847cfab14
libghc-css-text-dev,0.1.3.0-4+b1,b8c6542623b017b2691f260d556cd83c
inn,1:1.7.2q-46+b3,b9d429c8369b187170f2fd7da1515a9f
ceph,16.2.7+ds-3,c7004ac3c0ad12697a6902cd4d60eab8
libkf5pulseaudioqt-doc,1.3-2,354d16964123548f2f51401dd9559a8f
libbcpkix-java-doc,1.68-5,5a68cffdbd5321c2b9cb70e6d9242a63
libhsail-rt-10-dev,10.3.0-13,d193bb687963f55cf7ab379cee048873
blastem,0.6.3.4-1+b1,1b0ef8c713172a8914436a9b188abb1f
libokio-java,1.16.0-2,8133b9bf1cc54695013dfe7c42664a2b
libghc-http-streams-prof,0.8.7.2-1,7ad53db833240375d3aae29fc204cbcb
libkmod-dev,29-1,9947d3d95fd79fe3e69fab4a8c19bc1b
libclass-base-perl,0.09-1,0744d438995b22c822ad9124b78aa18d
libopenid4java-java,1.0.0-1,859962be079780377b50c8ff43e5452b
librust-atoi-dev,0.2.3-1+b1,ac632dbf80036c75aa80ad9087862c71
python3-networking-sfc,13.0.0-1,99df81d6c08078b992437adcbfadeb33
steptalk,0.10.0-6+b9,e7625ac397291ddb6cc49dfe6bcd5565
libnfnetlink-dev,1.0.1-3+b1,b09c18d37d29f30ff2333c32aec0a1aa
homesick,1.1.6-3,8db54665bdd6decfd22f8d540e54cb60
rubberband-ladspa,2.0.0-2,2c4a3967ec33c217785d69d0d2e3a25f
libghc-markdown-prof,0.1.17.4-2+b3,666d770eb3e87323d452fc1a410e7c75
librust-nodrop-union-dev,0.1.9-1+b1,9512bb2a9cb49281df50dd6d2d732e4b
tclcl-dbg,1.20-9.1,dd24c405bd3cf55df8e629ae7c57aebc
modem-manager-gui-help,0.0.20-2,8ecae3d10379212379eb2c59d2c03b90
hyphen-pt-pt,1:7.2.0-2,c70871f073bb06ad90df86d6d9cd6027
libbeam-java,1.3.3-3,55b2a5ef94bf704d7d9d455574f88dbb
terminal.app,0.9.9-3+b1,d3df24dcce74dcdb430f616ceeab2a57
samba-common,2:4.13.14+dfsg-1,e1ac80808981a40e0c2358cf61752238
thunderbird-l10n-rm,1:91.4.1-1,e62659a83caedbcfd1db37ed5038ef96
libseat-dev,0.6.3-2,b2706fedda479d03197e1244b4428f7e
libpyside2-py3-5.15,5.15.2-2+b2,840503016d3c18bc1acb79d3fca0a65e
libghc-tldr-prof,0.6.4-1+b5,65e1f1d52fd757b028791fde69ac116f
libextractor-plugin-gif,1:1.11-5,9d0717e7291c716f54e88e5415d0c6cc
libhtml-tagfilter-perl,1.03-5,046796afb7fd2c1148cc52264ecdf094
dex,0.9.0-1,898e964fa3278cca5d7d5ef96e67055e
libkreport3-dev,3.2.0-3,06ec07fe7f644257abce3c782231c1f6
python3-azure-functions-devops-build,0.0.22-5,c3463891f2a95f97298399bae8b876a1
libdevel-patchperl-perl,2.08-1,a66fb35ff60ea2ee144d09258126eb26
tcl-yajltcl,1.7.0-3,7115464da36ced5c986849986d36f915
2to3,3.9.8-1,89871fe51c053f70e4bc7141d475bcff
python3-parse,1.19.0-0.2,be7bfd8bfe570bae9555e9d63a2f8b41
python3-colorclass,2.2.0-2.2,134fe082ecbdfb58883b8a8cb32c7c18
libxml-bare-perl,0.53-1+b8,2d8d57bf8e745173b0124dea98b265d3
latexmk,1:4.76-1,44a67edbed8eb6ddefeba131fe557c3f
libjs-gettext.js,0.7.0-2,6a1e849789cfe20621d483f73e4faddf
python3-pycangjie,1.3-2+b2,b169d970ef3c8e16f8c85ea1cd11cae4
golang-github-smartystreets-go-aws-auth-dev,1.0.0-1,085d254bdd5bf5db7c9b46521deddd48
ruby-asciidoctor-kroki,0.4.0-2,6b6e63a5fb1aa01ee6962152efd758c0
python3-mockupdb,1.8.0-1,48bad8763344ad7f28a0c0cf8b32a1d2
libogdf-tulip-5.4-0,5.4.0+dfsg-3+b1,68940cf91f35e84ccbfd96a2c1665d02
libprefork-perl,1.05-1,40aa8c201acc35bb12b2e7d1465e7a51
golang-github-tcnksm-go-gitconfig-dev,0.1.2-1.1,cc1deb117bd473a68643ba7905cdef89
handy-1-examples,1.5.0-1,bf890fa91485940d271e158ae90eac7d
libgfortran-11-dev-riscv64-cross,11.2.0-9cross1,22f73e8c560e811b7a8fa9a0514a3327
iraf-noao,2.17-1,bdb3c2976d8a6de7c5d3e6c41b4c100e
libluksde-utils,20200205-1+b2,30a3a4157f13954baf328bceb0d51778
node-rollup-plugin-json,4.1.0.repack-2,3c77b2f5a9e10339de9539f2c120619b
audacious-dev,4.1-2,710062c579965eb2d377540a5629eb33
librust-stdweb-internal-runtime-dev,0.1.5-1,53811dac04a5f74d29bd90845c83ba32
python3-darts.lib.utils.lru,0.5-5,6e5d58572d80a77f1d07948960665182
ruby-azure-storage-blob,2.0.0-3,0bbdfabffd75d4774ee4b0eb7a220df1
tesseract-ocr-cat,1:4.00~git30-7274cfa-1.1,f2f5a469d356b089ab2518bab1f35587
openqa,4.6.1640268275.25ac0d7-2,ed349ef0cfbaf1c85bcd63f517c0b29d
software-properties-common,0.96.20.2-2.1,c136e7e8290496952970553e4b7150eb
uefitool-cli,0.28.0-1,d8222a329c465d51bb1b2e2bae640fbc
coinor-libcoinmp-dev,1.8.3-3,2e4a39479197c76ae03d1d8220e73dd5
gwaei,3.6.2-9+b1,6799f51772be7b4e3f271bd6a1792a51
python-pyfai-doc,0.20.0+dfsg1-4.1,f70acd2f29be6a9e6e6e78a98a4bdbad
librust-curl-dev,0.4.39-1,8583e8c16726d6b1dee17a03a5ad24b4
libgetopt-argparse-perl,1.0.6-1.1,8d2d5977ba488c372f08c2049c50f127
libghc-openpgp-asciiarmor-doc,0.1.2-2,c224f609e452507971e0ac600000942f
libreoffice-l10n-ug,1:7.2.5-1,ee7bf3b72345141a1bf92f85feef967f
libedataserver1.2-dev,3.42.2-1,b333b8fc56d17ac1c4775bc085a77ed9
fp-units-db,3.2.2+dfsg-5,48b44695381c98522920c15d0551d4ce
golang-github-a8m-tree-dev,0.0~git20201026.fce18e2-1,b4f86626f56624cc6dae6bcbdbe74bc1
ruby-cose,1.2.0-2,939c6fb126d1d59c2ee2108d3dc560bb
w1retap-odbc,1.4.4-4,f5e5f0dc2413fb9672ff6770a06d8ff2
golang-github-hashicorp-go-version-dev,1.3.0-1,ca6b32b29f0e425379af6d1466e2cde5
wamerican-large,2020.12.07-1,64fa2a27a93729f150db58bae96562c6
ktechlab,0.50.0-2,7ff75512058e46ff60fa1a6be4db8ae1
fusiondirectory-plugin-ejbca,1.3-4,39707239eccb20132cd876f17de4ddf2
r-cran-kmsurv,0.1-5-2+b1,20fed133b2bd206e64416ec0cce269a0
golang-github-templexxx-reedsolomon-dev,0.1.1+git20170927.7092926-4,3d89aa0ffba22017ad2c86148b7dae3f
python3-astrodendro,0.2.0+dfsg1-2,eecf8bc13df234dfc1c9e9ebd2302264
botch-doc,0.23-1,31778b15a404c9b8ba8da4ebb4f2d089
php-xmlrpc,3:1.0.0~rc3-2,8d15de420d09c36e5fe66f30edf7c64b
libmapscript-perl,7.6.4-2+b1,f97257c8eaecd1c0f45de90bf22829f8
sddm-theme-maui,0.19.0-3,6cb6544096844991e3b4bada2378f426
libghc-diagrams-prof,1.4-5,d4b8f94a255878773f7fe4e915a0d675
dlang-libevent,2.0.16.1~really2.0.2-0.2,83f8256a7f67d0b6e4052e396c1b3265
python3-uranium,4.8-1,31b7e36ac233b63f5141059647a4acfe
libdate-pregnancy-perl,0.06-1.1,a922d6d6510102fccb791e9f63c24341
cpp-11-aarch64-linux-gnu,11.2.0-9cross1,0eccffcfe46348465c31557de5d4f403
libqt5webview5,5.15.2-2+b1,b1ebb16b687b1e5af8f8551168925135
python3-cutadapt,3.5-1+b1,227dab624e6f81cb624451a21cf11c99
libcsnd6-java,1:6.16.2~dfsg-1+b1,b6f3680b897fe96809ac2f757194d271
libmpack0,1.0.5-3,a5e02949c4889e5a16a71409e818bad9
zbar-tools,0.23.92-4,7c5bb671cd4841e35e39f587c160e917
libtext-greeking-perl,0.15-1,c5eedebf307c03ef6c8dc517600b7ee9
libcdd0d,094m-1,a9a94031ba892ccbf2ebd5dceaec9fb9
otb-i18n,7.2.0+dfsg-1,4bc025ccf0ce8a8524096eacf44da9a3
r-cran-reshape2,1.4.4-2,3af7ed3b651415b05077a6c50bcc480d
array-info,0.16-6,3a67ea974cf6a8905789b91159e1b84d
bzr-loom,2.2.0+brz2,b162e9565d2a6785c5562e1009e649d6
ruby-motion-require,0.2.0-2,6a3ae72bb0d1425e03426eced51dbd2d
gnustep-core-doc,7.10,79c18ff5e4610bb9522587bcceea56fe
ruby-valid-email,0.1.3-3,540913400f974fcc62fdad4f268940a2
lib64gcc-10-dev-mipsr6-cross,10.2.1-6cross1,9c4632cfee29248666c0a87940a981a6
lib64stdc++6-mipsr6el-cross,11.2.0-9cross1,f22c657d1bdfa145094552cad5c467bd
libitsol-dev,1.0.0-3+b1,4a271eff0af3037db57b94240dea6dfd
acmetool,0.2.1-4+b5,bf7df5aa9d4281d4eac2c1b65df81148
libtrapperkeeper-webserver-jetty9-clojure,4.1.0-4,0f6298c16de4c079b698430b3cd917d0
libmono-system-dynamic4.0-cil,6.8.0.105+dfsg-3.2,d278d0ff6e9e6a4fc5cd031d26e6580f
ruby-daemons,1.1.9-2.1,ab6ff9dfcd73055463d2953446e336db
freeciv-sound-standard,2.6.5-1,4668cb2d6b7a77b6886d00984eb48ba8
libghc-bytes-dev,0.17-1+b1,7032d46cebc5ab7994bb6b4d7f541a17
libghc-math-functions-prof,0.3.4.0-1,2892048ea126f1f613853c08c76d5fde
ruby-actionview,2:6.1.4.1+dfsg-8,82273c2f0443d11b2377deaf2a1efc95
libtemplate-plugin-digest-md5-perl,0.05-1.1,0253c51b61ff81d3fc25273dca735802
accountsservice,0.6.55-3,ed8ef1af356767e93b0ba61b1a125710
lua-iconv,7-3+b1,b7937e4e4c21484dd7fb0a33575f1549
libjsp-api-java,2.3.4-3,c09ae86d17e13d530327f80cc15ed7ad
gobjc++-hppa-linux-gnu,4:11.2.0--1,8958e21c8ec950ea0cdcd7cf1f7578c4
libgcc-11-dev-m68k-cross,11.2.0-9cross1,d4a28c5e58fcbcb65797ebe0c489183d
libtk-objscanner-perl,2.017-1,514e30409f390cb12232f1fcb9b908f4
libghc-edit-distance-vector-prof,1.0.0.4-2+b1,838a02889656767dd3cc9f4b4fb8047d
lebiniou-data,3.64.0-1,64952968de78c2cb3d881b2b8e3faaf8
libwnck-3-0,40.0-2,e547d7c28ddf63277ba3ed0ccf401c50
generate-ninja,0.0~git20210811.69ec4fc-1,9f94bbe1dff80741ee8d7f5b933cd2a8
libn32go-11-dev-mipsr6el-cross,11.2.0-9cross1,9e01a1a65f39b6d1ce440446d8058a0a
libeclipse-e4-ui-workbench3-java,0.16.0+eclipse4.21-1,87ae02c674412292a1d3f0d9cc4647b8
recollgui,1.31.6-1,41b4718d00b47a7b89bdfefe80efc175
gccgo-mips-linux-gnu,4:11.2.0-2,e257b52ba8a252ef73ca7fcb739642cc
courier-pop,1.0.16-3+b1,97bbb2d0a27f34d1b48482cfd003b081
python3-freezer-web-ui,11.0.0-1,8c09447cd5cd8af00abf647590077bc7
r-cran-rhandsontable,0.3.7+dfsg-1,47061651dda6cde964dc3fb7b5a54831
libtk-dirselect-perl,1.12-3,f8315c453af60cae56b8bbd59f4dffaf
gnome-twitch-player-backend-mpv-opengl,0.4.1-3+b1,0c6942a1f53123e603dd48c57e36e628
fusiondirectory-smarty3-acl-render,1.3-4,19e8ed6cb216fe093979924b871326e1
libghc-network-multicast-dev,0.3.2-1+b1,0ddb443d8a4e922ff9ad21cc24fa2718
libnet-snpp-perl,1.17-5,e947bfc16841fa88a02ab08fdd3cb1e8
fonts-gfs-solomos,1.1-6,7f207a6c55496e1823e5cc8ba1f88152
libghc-show-combinators-dev,0.2.0.0-1,2e80c04e9d8795831e7677f7c776cd35
qml-module-lomiri-components,1.3.3000+dfsg-5,0fe94e2401b2398472871edf660a3b1b
libgphobos2-x32-cross,11.2.0-9cross1,90de52a2a3830cc74c378e9a62a75df5
bambam,1.1.2+dfsg-1,a53e4ebf3c98f59b5f4209fe8b78db6a
librust-cpp-demangle-dev,0.2.13-1,e9bbf99a67ed4d28f42697d9020fbc86
gis-web,0.0.20,6490d4b1c6d9412f73afc89cfcca5e26
libqt53dextras5,5.15.2+dfsg-2,48fa67e14130945eac23eef6403afd37
scram,0.16.2-3,c5f6e1244ef54b58300c6580f9d5e1fe
jclassinfo,0.19.1-7+b1,412aea4358a4c1467d0eef7048308b6a
bubblewrap,0.5.0-1,b6b5c7a22d45aa10376c0f75087d6b1f
softether-vpncmd,5.01.9674+git20200806+8181039+dfsg2-2,02531e28a2e677dc7445c945a2d6f5ba
iraf-sptable,1.0~pre20180612-2+b1,0b0476d6bd8d0f8cc55a510453279056
ruby-rspec-collection-matchers,1.2.0-2,bb67fc839aefef0454e55e9fecd379e6
libgig-doc,4.3.0~ds1-2,e386535ef98fb3e258756c3719ba3c42
lib32gfortran-10-dev,10.3.0-13,a4bb60e49b4cf4c06571b31041e1a1ce
libnetfilter-queue-dev,1.0.5-2,6c1214d9fe33aa660917a06548a6b887
python3-exam,0.10.5-3,429aa568d21393e305664cf4726fc665
libaudit1,1:3.0.6-1+b1,4f61efd7c68770958eaa9195ef597ee1
soapysdr-module-mirisdr,0.2.5-6,12cf72fd09db76b500d97cc6cc219df1
libignition-common3-events3,3.14.0+dfsg-1,55af9996c70652ca99a42b588881f6b1
xtrkcad-common,1:5.2.0Beta2.1-1,2187eb11bbf96b60c92f9479b12b2d59
python3-pep517,0.12.0-1,19dcf19b45518df9d45883e9e64adb6b
node-merge-stream,2.0.0+~1.1.2-2,b3347d4868634456f3227eba97149465
xtron,1.1a-14.1,d099e1b2c806961eeb3de1f349f4a195
libcmtspeechdata0,2.1.1+git20160721~8efc468-2.1,65d370fad3f2ef0f19f2b634dfd713b8
ironic-doc,1:18.2.0-3,64718640f2f19618386e4757720e40ea
ruby-debug-inspector,1.1.0+gh-1,76529ad62f61b7f07fc54d9045a08371
